Rate,ME Adjustment,0,0,0,"12,361",0,0,0,"(4,630)",0,0,0,"(5,207)",0,0,0,"44,387",0,0,0,"(32,368)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Pallet Sorting,482,590,571,573,595,633,617,598,618,610,630,621,602,509,493,593,176,(267),475,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Peak Step Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,"1,186",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,WO Checking,127,193,15,103,5,45,12,60,74,(32),43,95,(27),126,21,(25),(132),(19),140,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Forums & Meetings,279,149,(41),244,232,206,41,152,96,260,(621),166,84,345,359,154,160,442,78,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Training,766,550,580,(518),"1,570","1,626",900,"1,228",115,263,"1,217","1,186","1,214",676,534,(301),(636),(455),(25),(206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Step Up Development Programme,490,590,579,584,595,633,617,598,618,635,630,621,602,509,493,0,0,603,0,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,No Work,0,0,"1,278",(77),(186),393,0,"5,370","3,403",635,1,"5,854","2,685",0,23,0,"3,704","3,673","1,313","2,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indirect,Exceptional,(801),"(1,209)",(971),"(2,144)",(644),(106),102,"(1,294)",(857),"(1,063)",(475),(249),(314),582,7,(166),(805),(546),(32),792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday,Holiday,"3,274",9,"(1,840)",(684),"1,126","1,755","2,156",717,"2,349","2,037",944,"1,527",(2),"1,385","(2,355)",(524),(230),"(1,778)","1,495","(2,256)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absence,Absence,81,(197),152,"1,126",991,"1,940","1,777","1,594","1,030",(466),"1,335","1,184","1,774","1,435","1,020","1,317","1,451","1,700","1,340","1,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
